source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
4469917909744683776,272.3702122932197,3.0594601310191347,0.23724421688836472,-5.517500636188541,-0.8261080283590804,0.9425256,20.619184,1.4558468,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470137262292895872,272.14130665066847,3.4782972574442637,1.2657961226216554,-2.6468118705075625,-8.161213617366663,0.9923708,20.361177,1.0200729,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470137262302101376,272.1445085032255,3.4746196640786753,1.3826203484433772,-4.30282498420871,-4.144716374388921,1.0047826,19.926786,1.1795845,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470137262302115968,272.14571014903765,3.475585019209388,,,,,21.101171,2.2062187,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470137262302126336,272.14653476098044,3.47313691507882,,,,,20.858835,1.1073341,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470137266587356800,272.14713652966884,3.4709375821658788,-0.2628477338064804,-1.518452422709134,-2.055610903418554,0.9889774,19.70356,0.99872017,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470030132923661056,273.84493717396646,3.745357915607148,-0.1676221409972266,-7.808333204140826,-8.569993927173538,0.98954344,20.373442,1.1625195,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4469590839372091136,269.70130693284256,3.5812320155764628,0.05820884610525158,-5.0679709469055165,-4.008691469157124,1.0120177,19.48748,1.19697,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4469590839372092288,269.6955740543016,3.581489761260262,0.04897767504633928,-4.3946717101659,-10.698226326670246,0.9552552,19.30906,1.5938473,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470030132923666048,273.8435837254346,3.7451966089535915,0.5477361186128431,-0.5818868077859444,-2.170697764360684,0.95630455,19.460217,1.3442707,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4469590839372109696,269.7029513040724,3.5858759287200797,-0.0025586792435032396,-2.321103013359167,-3.95945119594301,1.0275164,19.033928,1.0092831,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470030132923678464,273.84643184969093,3.7492949555875454,1.5615880928048405,-0.6669969629006821,-6.37068037907494,1.0203922,20.676174,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470030132923691520,273.83811967249414,3.744832219130825,0.04737837621136817,-3.326066475983484,-3.291629384187489,1.0673473,19.319721,1.2519855,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470139701835239552,272.4613891618847,3.337475706881175,-0.47905991113145724,0.2807706205660452,-7.350789918757736,1.0155442,19.723644,1.3840294,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470030236011701248,273.799876787929,3.7328014439923436,,,,,18.637255,1.2129478,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4469919185334852864,272.2515264294597,3.0907495711365507,,,,,21.109915,2.3186188,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470139701845806848,272.45458889699216,3.329734356153855,0.008029512413052053,-5.236088803167525,-7.0223681782185325,0.9940185,20.389637,0.88212967,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4469800468145362048,270.24310339500045,4.528889157898499,0.3284957178191239,-0.7938390173062927,0.12999317219207576,1.0794191,18.786,1.0265541,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470152556669917696,272.5363473940991,3.5274062447498507,0.8113842979772705,-1.9628682944252323,-3.2129895613088735,1.0455724,20.389914,0.9374523,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470155374168388864,272.704654186912,3.6547638608798176,0.2002739402951288,-3.6332100940475582,-7.05174003553983,1.0118811,20.172794,1.1347256,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4469933680843399424,272.6765151742127,3.1124965582138757,-0.017022959322048323,0.7686599971051916,-5.838005986437921,1.096558,19.206564,1.1458359,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470155953991201024,272.62746687777457,3.652505944666405,0.1308511628253795,-4.234270874923226,-4.663074122064083,1.0096242,19.249756,1.0555344,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4469934028736378496,272.6532712224316,3.133912247124005,0.36201691275390496,0.8425288153096426,-5.11878994778737,0.9888472,20.247705,1.5259438,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
